org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
Vodafone Group PLC,[1273],2,7e-05,EU,Computer and Information Technology,Internet Service Provider (ISP)
PT. INDOSAT Tbk,[4761],2,7e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
FunkFeuer Wien - Verein zur Foerderung freier Netze,[35492],2,7e-05,AT,Community Groups and Nonprofits,None
POLONETWORK LIMITED,[151338],2,7e-05,HK,Construction and Real Estate,Buildings (Residential or Commercial)
ATW Internet Kft.,[41075],2,7e-05,HU,Computer and Information Technology,Internet Service Provider (ISP)
"Charter Communications, Inc",[33363],2,7e-05,US,"Media, Publishing, and Broadcasting",None
Telnab Networks LLC,[197619],2,7e-05,US,None,None
CLARO S.A.,[4230],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
VNIDC TECHNOLOGY COMPANY LIMITED,[140824],2,7e-05,VN,None,None
IKS Service GmbH,[15725],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"Sinewave, Inc.",[29749],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
ICT Center - Dong Thap Department of Information and Communications,[135934],2,7e-05,VN,Service,"Law, Business, and Consulting Services"
"IDC, China Telecommunications Corporation",[23724],2,7e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
"Unlimited Net, LLC",[11990],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
DataWeb Global Group B.V.,[39572],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
SoftLayer Technologies Inc.,[36351],2,7e-05,US,Computer and Information Technology,Software Development
"LLC ""KomTehCentr""",[12668],2,7e-05,RU,Computer and Information Technology,Internet Service Provider (ISP)
IELO-LIAZO SERVICES SAS,[29075],2,7e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
Zenlayer Inc,[21859],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Web2Objects LLC,[62874],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Denpa Ltd.,[131662],2,7e-05,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
"Automattic, Inc",[2635],2,7e-05,US,"Media, Publishing, and Broadcasting",None
CERNET2 IX at South China University of Technology,[24357],2,7e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
i3D.net B.V,[49544],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
Louvetel Comunicação Comercial Ltda ME,[263110],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
Telconet S.A,[27947],2,7e-05,EC,Computer and Information Technology,Internet Service Provider (ISP)
"Lightower Fiber Networks I, LLC",[46887],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
LINE Corporation,[38631],2,7e-05,JP,None,None
CESNET z.s.p.o.,[2852],2,7e-05,CZ,Education and Research,None
Signet B.V.,[35470],2,7e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
Kontel LLC,[204490],2,7e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
"Data Communication Business Group,",[4782],2,7e-05,TW,Computer and Information Technology,Internet Service Provider (ISP)
NAU Country Insurance Company,[397277],2,7e-05,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
Shenzhen Tencent Computer Systems Company Limited,[45090],2,7e-05,CN,Computer and Information Technology,Other
NETLABS LLC,[216271],2,7e-05,UA,None,None
KAPPER NETWORK-COMMUNICATIONS GmbH,[48943],2,7e-05,AT,Computer and Information Technology,Internet Service Provider (ISP)
Telenet BVBA,[6848],2,7e-05,BE,Computer and Information Technology,Internet Service Provider (ISP)
NAV COMMUNICATIONS SRL,[6718],2,7e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
Sigai Network LTD,[199467],2,7e-05,GB,None,None
Universitatea TRANSILVANIA Brasov,[25304],1,3e-05,RO,Education and Research,"Colleges, Universities, and Professional Schools"
"WestHost, Inc.",[29854],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Sys-DataCom s.r.o.,[44002],1,3e-05,CZ,Computer and Information Technology,Internet Service Provider (ISP)
"State of North Dakota, ITD",[19530],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Zemlyaniy Dmitro Leonidovich,[42159],1,3e-05,UA,Computer and Information Technology,Internet Service Provider (ISP)
Virtual Systems LLC,[30860],1,3e-05,UA,Computer and Information Technology,Internet Service Provider (ISP)
TNNet Oy,[30798],1,3e-05,FI,Computer and Information Technology,Internet Service Provider (ISP)
THUNDER NETWORK LIMITED,[209584],1,3e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
"UnReal Servers, LLC",[64236],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Strato AG,[6724],1,3e-05,DE,Computer and Information Technology,None
Universitas Brawijaya,[46019],1,3e-05,ID,Education and Research,"Colleges, Universities, and Professional Schools"
xTom Hong Kong Limited,[9312],1,3e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
Renaissance Phuket Resort & Spa,[38794],1,3e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
UPSTREAM NETWORK LTD,[202888],1,3e-05,GB,None,None
Serverius Holding B.V.,[50673],1,3e-05,NL,Computer and Information Technology,None
Web42 Solutions Ltd,[202990],1,3e-05,GB,Computer and Information Technology,Hosting and Cloud Provider
Rohmad Kumiadin,[210842],1,3e-05,ID,None,None
"Shanghai Luogu Network Technology Co., Ltd.",[151464],1,3e-05,CN,None,None
TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,[25145],1,3e-05,TR,Computer and Information Technology,Internet Service Provider (ISP)
Sama Tech s.r.o.,[200222],1,3e-05,SK,Computer and Information Technology,Internet Service Provider (ISP)
"Salesforce.com, Inc.",[14340],1,3e-05,US,Computer and Information Technology,Hosting and Cloud Provider
SYSTEM36 LLC,[48606],1,3e-05,US,Computer and Information Technology,Software Development
SYN LTD,[64080],1,3e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
Voyager Internet Ltd.,[56030],1,3e-05,NZ,Computer and Information Technology,Internet Service Provider (ISP)
Tier.Net Technologies LLC,[397423],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
TelemaxX Telekommunikation GmbH,[12843],1,3e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Tri-State Generation and Transmission Association Inc.,[11250],1,3e-05,US,Utilities (Excluding Internet Service),None
Web Werks India Pvt. Ltd.,[133296],1,3e-05,IN,Computer and Information Technology,Internet Service Provider (ISP)
SOLLUTIUM EU Sp z.o.o.,[43641],1,3e-05,PL,Computer and Information Technology,Software Development
mnihyc Network Global,[140938],1,3e-05,CN,Education and Research,None
manitu GmbH,[34240],1,3e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Sole trader Malkov Dmitrii Vladimirovich,[48108],1,3e-05,RU,Computer and Information Technology,None
Sony Network Communications Inc.,[2527],1,3e-05,JP,Computer and Information Technology,Internet Service Provider (ISP)
"tzulo, inc.",[11878],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Spaceship Landings LLC,[400743],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Telmex Colombia S.A.,[14080],1,3e-05,CO,Computer and Information Technology,Internet Service Provider (ISP)
RoyaleHosting BV,[212477],1,3e-05,NL,Computer and Information Technology,None
Royal Thai Armed Force Headquarters,[38040],1,3e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
XFIBER AS,[8896],1,3e-05,NO,Computer and Information Technology,Internet Service Provider (ISP)
"1GSERVERS, LLC",[14315],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Qin Cloud Networks,[7721],1,3e-05,HK,Manufacturing,Machinery
CloudConnX Limited,[57907],1,3e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
Developed Methods LLC,[400519],1,3e-05,US,Service,Other
DNA Oyj,[16086],1,3e-05,FI,Computer and Information Technology,Internet Service Provider (ISP)
DEMENIN B.V.,[47926],1,3e-05,NL,"Retail Stores, Wholesale, and E-commerce Sites",None
DA International Group Ltd.,[203380],1,3e-05,BG,Computer and Information Technology,Hosting and Cloud Provider
Cybera Inc,[15296],1,3e-05,CA,Computer and Information Technology,None
"Cloudflare London, LLC",[209242],1,3e-05,US,Service,"Law, Business, and Consulting Services"
ChinaTelecom Cybersecurity Tech,[58777],1,3e-05,CN,Computer and Information Technology,None
Proen Corp Public Company Limited,[23884],1,3e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
China Education and Research Network (CERNET),[38255],1,3e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
Cellcom Fixed Line Communication L.P,[1680],1,3e-05,IL,Computer and Information Technology,Internet Service Provider (ISP)
Canara Bank,[137670],1,3e-05,IN,Finance and Insurance,None
"CacheNetworks, Inc.",[30081],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"Cable Television Laboratories, Inc.",[20381],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou , Jiangsu Province, P.R.China.",[137697],1,3e-05,CN,Computer and Information Technology,None
Dmitrii Vladimirovich Malkov,[210695],1,3e-05,RU,None,None
DoclerWeb Informatikai Kft.,[47381],1,3e-05,HU,Manufacturing,Machinery
EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC,[8966],1,3e-05,AE,Computer and Information Technology,Internet Service Provider (ISP)
ERBCOM TELECOMUNICACOES EIRELI - ME,[268972],1,3e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
Economia a.s.,[43614],1,3e-05,CZ,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
Empresa de Recursos Tecnologicos S.A E.S.P,[27845],1,3e-05,CO,Computer and Information Technology,Internet Service Provider (ISP)
F3 Netze e.V.,[205100],1,3e-05,DE,Service,"Law, Business, and Consulting Services"
FIBRAWORLD TELECOM S.A.U.,[200738],1,3e-05,ES,Computer and Information Technology,Internet Service Provider (ISP)
Fastweb SpA,[12874],1,3e-05,IT,Computer and Information Technology,Internet Service Provider (ISP)
Fiberocity Ltd,[199614],1,3e-05,GB,None,None
"FreeBit Co.,Ltd.",[10013],1,3e-05,JP,None,None
GLOBAL-ICT HONGKONG CO.LIMITED,[138190],1,3e-05,HK,Service,None
Go-Trex Holding BV,[199752],1,3e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
GoCodeIT Inc,[835],1,3e-05,CA,Computer and Information Technology,Internet Service Provider (ISP)
"Great Lakes Comnet, Inc.",[30517],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Greschitz Management GmbH,[51560],1,3e-05,AT,Computer and Information Technology,Internet Service Provider (ISP)
"Guangzhou Shujie Suyuan Culture Communication Co., Ltd.",[138979],1,3e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
CHINANET Liaoning province Dalian MAN network,[134762],1,3e-05,CN,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
CHINANET Jiangx province IDC network,[134238],1,3e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
CHINANET Guangdong province network,[58466],1,3e-05,CN,Computer and Information Technology,Software Development
ArtPlanet LLC,[49542],1,3e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
3xK Tech GmbH,[200373],1,3e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
A. Angeloni & Cia Ltda,[52910],1,3e-05,BR,"Retail Stores, Wholesale, and E-commerce Sites","Food, Grocery, Beverages"
AKILE LTD,[61112],1,3e-05,GB,"Media, Publishing, and Broadcasting",Online Informational Content
ALGAR TELECOM S/A,[16735],1,3e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
"ARP NETWORKS, INC.",[25795],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Achmea Interne Diensten N.V.,[201017],1,3e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
Aixit GmbH,[29551],1,3e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Akenes SA,[61098],1,3e-05,CH,Computer and Information Technology,None
"Alibaba (US) Technology Co., Ltd.",[37963],1,3e-05,US,Computer and Information Technology,None
Allo Communications LLC,[15108],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Altibox AS,[29695],1,3e-05,NO,Computer and Information Technology,Internet Service Provider (ISP)
Anchnet Asia Limited,[137443],1,3e-05,HK,Computer and Information Technology,Hosting and Cloud Provider
"Andrews IT Engineering Mernoki, Informaciotechnikai es Szolgaltato Korlatolt Felelossegu Tarsasag",[59448],1,3e-05,HU,Computer and Information Technology,None
Anillc Network,[142055],1,3e-05,CN,Computer and Information Technology,Hosting and Cloud Provider
Artfiles LLC,[394923],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
CERNET2 IX at Zhengzhou University,[24360],1,3e-05,CN,Computer and Information Technology,None
"Ashton Holmes, Sole Proprietorship",[33760],1,3e-05,US,None,None
Availo Networks AB,[16150],1,3e-05,SE,Computer and Information Technology,Internet Service Provider (ISP)
Axera SpA,[13097],1,3e-05,IT,Computer and Information Technology,Internet Service Provider (ISP)
BSE Software GmbH,[9044],1,3e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
BWE CAPITAL LIMITED,[197730],1,3e-05,VG,None,None
Bahnhof AB,[8473],1,3e-05,SE,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Baidu Netcom Science and Technology Co., Ltd.",[38365],1,3e-05,CN,Computer and Information Technology,None
Beijing Jingdong Shangke Information Technology Co. Ltd.,[137753],1,3e-05,CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
Belcloud LTD,[44901],1,3e-05,BG,Computer and Information Technology,None
Bend-La Pine Schools,[35929],1,3e-05,US,Education and Research,"Colleges, Universities, and Professional Schools"
Blueficity,[32024],1,3e-05,US,Service,"Law, Business, and Consulting Services"
British Telecommunications PLC,[2856],1,3e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
CERN - European Organization for Nuclear Research,[513],1,3e-05,CH,Computer and Information Technology,None
CERNET2 IX at Shanghai Jiaotong University,[24364],1,3e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
HA SON TECHNOLOGY ONE MEMBER LIMITED COMPANY,[150838],1,3e-05,VN,None,None
HLL LLC,[51115],1,3e-05,RU,Computer and Information Technology,None
Hohl IT e.U.,[40994],1,3e-05,AT,Service,Other
Northern Data AG,[59437],1,3e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INSTYTUT BADAWCZY,[204679],1,3e-05,PL,Education and Research,"Colleges, Universities, and Professional Schools"
NForce Entertainment B.V.,[43350],1,3e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
"NINGBO, ZHEJIANG Province, P.R.China.",[136188],1,3e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
"NTT DOCOMO, INC.",[9605],1,3e-05,JP,None,None
NUR Telecom LLC,[47237],1,3e-05,KG,Computer and Information Technology,Internet Service Provider (ISP)
National Knowledge Network,[55824],1,3e-05,IN,Computer and Information Technology,Internet Service Provider (ISP)
Nazwa.pl Sp.z.o.o.,[15967],1,3e-05,PL,Service,"Law, Business, and Consulting Services"
Nearoute Limited,[51847],1,3e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
NeocomISP Limited,[9902],1,3e-05,KH,Computer and Information Technology,Internet Service Provider (ISP)
"NetActuate, Inc",[36236],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
NetBase BV,[213192],1,3e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
NetNet,[3663],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Netrunner Inc,[6369],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Netwerkvereniging Coloclue,[8283],1,3e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
OBOS OPENNET AS,[211309],1,3e-05,NO,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
MythicalKitten LLC,[48581],1,3e-05,US,"Retail Stores, Wholesale, and E-commerce Sites",None
OCEAN WAVES DATA LIMITED,[200241],1,3e-05,GB,None,None
OPTAGE Inc.,[17511],1,3e-05,JP,None,None
ORANGE BUSINESS SERVICES AS,[25148],1,3e-05,NO,Computer and Information Technology,Other
ORANGE MOLDOVA S.A.,[25454],1,3e-05,MD,Computer and Information Technology,Internet Service Provider (ISP)
Ooredoo Q.S.C.,[8781],1,3e-05,QA,Computer and Information Technology,Internet Service Provider (ISP)
Owl Limited,[43357],1,3e-05,VU,Computer and Information Technology,Internet Service Provider (ISP)
"PJSC ""Vimpelcom""",[16345],1,3e-05,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
PSA AUTOMOBILES SA,[16236],1,3e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
"PT. Smartfren Telecom, Tbk",[133798],1,3e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
PacketHub S.A.,[147049],1,3e-05,PA,Computer and Information Technology,Internet Service Provider (ISP)
PaoPaoYu Network LTD.,[202911],1,3e-05,CA,None,None
Perfect Cloud Technologies LLC,[211027],1,3e-05,RU,"Media, Publishing, and Broadcasting",Other
"Perfect International, Inc",[22439],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Privex Inc.,[210083],1,3e-05,BZ,Service,"Law, Business, and Consulting Services"
NASA Ames Research Center,[21556],1,3e-05,US,Service,"Law, Business, and Consulting Services"
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,[43766],1,3e-05,SA,Computer and Information Technology,Internet Service Provider (ISP)
Hong Kong University of Science and Technology,[3363],1,3e-05,HK,Education and Research,"Colleges, Universities, and Professional Schools"
John Mark Gabriel Caguicla,[200866],1,3e-05,PH,Computer and Information Technology,Software Development
Host Europe GmbH,[29066],1,3e-05,DE,Computer and Information Technology,None
HostRoyale Technologies Pvt Ltd,[134450],1,3e-05,IN,Computer and Information Technology,Internet Service Provider (ISP)
Hosting Solution Ltd.,[14576],1,3e-05,US,"Media, Publishing, and Broadcasting",None
Hutchison 3G UK Limited,[206067],1,3e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
"Hutchison CP Telecommunications, PT",[45727],1,3e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
Hydra Communications Ltd,[25369],1,3e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
ICT BULUT BILISIM A.S.,[47952],1,3e-05,TR,Computer and Information Technology,None
INSYS LLC,[28890],1,3e-05,RU,Computer and Information Technology,Internet Service Provider (ISP)
Industrial Cyber Security Center of Excellence,[63770],1,3e-05,JP,None,None
Infomaniak Network SA,[29222],1,3e-05,CH,Computer and Information Technology,None
InterXion Hrvatska d.o.o.,[199244],1,3e-05,HR,Computer and Information Technology,Internet Service Provider (ISP)
Internet Names For Business Inc.,[30447],1,3e-05,CA,Computer and Information Technology,Internet Service Provider (ISP)
"Internet Systems Consortium, Inc.",[3557],1,3e-05,US,Community Groups and Nonprofits,None
Iron Mountain Data Center,[12025],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Jonas Pasche,[205766],1,3e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
MilkyWan Association,[2027],1,3e-05,FR,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
Jump Networks Ltd,[8943],1,3e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
KSC Commercial Internet Co.Ltd.,[7693],1,3e-05,TH,Computer and Information Technology,None
KVIKTEL LLC,[34959],1,3e-05,RU,Computer and Information Technology,Internet Service Provider (ISP)
KaasHosting B.V.,[211786],1,3e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
Kew Solutions Unipessoal Lda,[209968],1,3e-05,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
Knowit Managed Services Oy,[51164],1,3e-05,FI,Computer and Information Technology,None
LEASEWEB UK LIMITED,[205544],1,3e-05,GB,Computer and Information Technology,None
20i Limited,[48254],1,3e-05,GB,Computer and Information Technology,None
LueneCom Kommunikationsloesungen GmbH,[201035],1,3e-05,DE,Computer and Information Technology,None
Luiz Fernando Ribeiro Amaral,[209114],1,3e-05,DE,"Retail Stores, Wholesale, and E-commerce Sites",Other
MENA LEVANT W.L.L,[59605],1,3e-05,BH,Computer and Information Technology,Internet Service Provider (ISP)
MIHAILA VALENTIN-EUGEN,[41732],1,3e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
MadeIT inc.,[54455],1,3e-05,US,Computer and Information Technology,Hosting and Cloud Provider
Mediacom Communications Corp,[30036],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
xTom Pty Ltd,[8888],1,3e-05,AU,Computer and Information Technology,None
